,human_genes,mouse_genes,mouse_read,mouse_inhuman,chick_genes,chick_read,chick_inhuman,mouse_CAPSON,macaque_genes,macaque_inchick,macaque_inhuman,macaque_inmouse
446,ANGPTL2,Angptl2,True,True,ANGPTL2,True,True,ANGPTL2,ANGPTL2,,,
447,ANGPTL3,Angptl3,True,True,ANGPTL3,True,True,ANGPTL3,ANGPTL3,,,
448,ANGPTL4,Angptl4,True,True,ANGPTL4,True,True,ANGPTL4,ANGPTL4,,,
449,ANGPTL7,Angptl7,True,True,ANGPTL7,True,True,ANGPTL7,ANGPTL7,,,
450,ANK1,Ank1,True,True,ANK1,True,True,ANK1,ANK1,,,
452,ANK3,Ank3,True,True,ANK3,True,True,ANK3,ANK3,,,
453,ANKDD1A,Ankdd1a,True,True,ANKDD1A,True,True,ANKDD1A,ANKDD1A,,,
454,ANKDD1B,Ankdd1b,True,True,ANKDD1B,True,True,ANKDD1B,ANKDD1B,,,
455,ANKEF1,Ankef1,True,True,ANKEF1,True,True,ANKEF1,ANKEF1,,,
456,ANKFN1,Ankfn1,True,True,ANKFN1,True,True,ANKFN1,ANKFN1,,,
457,ANKFY1,Ankfy1,True,True,ANKFY1,True,True,ANKFY1,ANKFY1,,,
458,ANKH,Ank,True,True,ANKH,True,True,ANK,ANKH,,,
459,ANKHD1,Ankhd1,True,True,ANKHD1,True,True,ANKHD1,ANKHD1,,,
460,ANKIB1,Ankib1,True,True,ANKIB1,True,True,ANKIB1,ANKIB1,,,
461,ANKK1,Ankk1,True,True,ANKK1,True,True,ANKK1,ANKK1,,,
463,ANKMY2,Ankmy2,True,True,ANKMY2,True,True,ANKMY2,ANKMY2,,,
464,ANKRA2,Ankra2,True,True,ANKRA2,True,True,ANKRA2,ANKRA2,,,
465,ANKRD1,Ankrd1,True,True,ANKRD1,True,True,ANKRD1,ANKRD1,,,
466,ANKRD10,Ankrd10,True,True,ANKRD10,True,True,ANKRD10,ANKRD10,,,
467,ANKRD11,Ankrd11,True,True,ANKRD11,True,True,ANKRD11,ANKRD11,,,
468,ANKRD13A,Ankrd13a,True,True,ANKRD13A,True,True,ANKRD13A,ANKRD13A,,,
469,ANKRD13B,Ankrd13b,True,True,ANKRD13B,True,True,ANKRD13B,ANKRD13B,,,
470,ANKRD13D,Ankrd13d,True,True,ANKRD13D,True,True,ANKRD13D,ANKRD13D,,,
471,ANKRD16,Ankrd16,True,True,ANKRD16,True,True,ANKRD16,ANKRD16,,,
472,ANKRD17,Ankrd17,True,True,ANKRD17,True,True,ANKRD17,ANKRD17,,,
473,ANKRD2,Ankrd2,True,True,ANKRD2,True,True,ANKRD2,ANKRD2,,,
474,ANKRD22,Ankrd22,True,True,ANKRD22,True,True,ANKRD22,ANKRD22,,,
475,ANKRD24,Ankrd24,True,True,ANKRD24,True,True,ANKRD24,ANKRD24,,,
476,ANKRD27,Ankrd27,True,True,ANKRD27,True,True,ANKRD27,ANKRD27,,,
477,ANKRD28,Ankrd28,True,True,ANKRD28,True,True,ANKRD28,ANKRD28,,,
478,ANKRD29,Ankrd29,True,True,ANKRD29,True,True,ANKRD29,ANKRD29,,,
479,ANKRD33,Ankrd33,True,True,ANKRD33,True,True,ANKRD33,ANKRD33,,,
480,ANKRD33B,Ankrd33b,True,True,ANKRD33B,True,True,ANKRD33B,ANKRD33B,,,
481,ANKRD34B,Ankrd34b,True,True,ANKRD34B,True,True,ANKRD34B,ANKRD34B,,,
482,ANKRD39,Ankrd39,True,True,ANKRD39,True,True,ANKRD39,ANKRD39,,,
483,ANKRD40,Ankrd40,True,True,ANKRD40,True,True,ANKRD40,ANKRD40,,,
484,ANKRD42,Ankrd42,True,True,ANKRD42,False,True,ANKRD42,ANKRD42,,,
486,ANKRD46,Ankrd46,True,True,ANKRD46,True,True,ANKRD46,ANKRD46,,,
487,ANKRD49,Ankrd49,True,True,ANKRD49,True,True,ANKRD49,ANKRD49,,,
488,ANKRD50,Ankrd50,True,True,ANKRD50,True,True,ANKRD50,ANKRD50,,,
489,ANKRD52,Ankrd52,True,True,ANKRD52,False,True,ANKRD52,ANKRD52,,,
490,ANKRD54,Ankrd54,True,True,ANKRD54,True,True,ANKRD54,ANKRD54,,,
491,ANKRD55,Ankrd55,True,True,ANKRD55,True,True,ANKRD55,ANKRD55,,,
492,ANKRD6,Ankrd6,True,True,ANKRD6,True,True,ANKRD6,ANKRD6,,,
493,ANKRD61,Ankrd61,True,True,ANKRD61,True,True,ANKRD61,ANKRD61,,,
494,ANKRD66,Ankrd66,True,True,ANKRD66,True,True,ANKRD66,ANKRD66,,,
495,ANKRD9,Ankrd9,True,True,ANKRD9,True,True,ANKRD9,ANKRD9,,,
496,ANKS1A,Anks1,True,True,ANKS1A,True,True,ANKS1,ANKS1A,,,
498,ANKS3,Anks3,True,True,ANKS3,True,True,ANKS3,ANKS3,,,
499,ANKS4B,Anks4b,True,True,ANKS4B,True,True,ANKS4B,ANKS4B,,,
500,ANKS6,Anks6,True,True,ANKS6,True,True,ANKS6,ANKS6,,,
501,ANKZF1,Ankzf1,True,True,ANKZF1,True,True,ANKZF1,ANKZF1,,,
502,ANLN,Anln,True,True,ANLN,True,True,ANLN,ANLN,,,
503,ANO1,Ano1,True,True,ANO1,True,True,ANO1,ANO1,,,
504,ANO10,Ano10,True,True,ANO10,True,True,ANO10,ANO10,,,
507,ANO4,Ano4,True,True,ANO4,True,True,ANO4,ANO4,,,
508,ANO5,Ano5,True,True,ANO5,True,True,ANO5,ANO5,,,
509,ANO6,Ano6,True,True,ANO6,True,True,ANO6,ANO6,,,
510,ANO8,Ano8,True,True,ANO8,True,True,ANO8,ANO8,,,
512,ANP32B,Anp32b,True,True,ANP32B,False,True,ANP32B,ANP32B,,,
514,ANPEP,Anpep,True,True,ANPEP,True,True,ANPEP,ANPEP,,,
515,ANTXR1,Antxr1,True,True,ANTXR1,True,True,ANTXR1,ANTXR1,,,
516,ANTXR2,Antxr2,True,True,ANTXR2,True,True,ANTXR2,ANTXR2,,,
517,ANXA1,Anxa1,True,True,ANXA1,True,True,ANXA1,ANXA1,,,
518,ANXA10,Anxa10,True,True,ANXA10,True,True,ANXA10,ANXA10,,,
520,ANXA13,Anxa13,True,True,ANXA13,True,True,ANXA13,ANXA13,,,
521,ANXA2,Anxa2,True,True,ANXA2,True,True,ANXA2,ANXA2,,,
522,ANXA5,Anxa5,True,True,ANXA5,True,True,ANXA5,ANXA5,,,
524,ANXA7,Anxa7,True,True,ANXA7,True,True,ANXA7,ANXA7,,,
525,AOAH,Aoah,True,True,AOAH,True,True,AOAH,AOAH,,,
526,AOC1,Aoc1,True,True,AOC1,True,True,AOC1,AOC1,,,
528,AOX1,Aox1,True,True,AOX1,True,True,AOX1,AOX1,,,
529,AP1AR,Ap1ar,True,True,AP1AR,True,True,AP1AR,AP1AR,,,
530,AP1B1,Ap1b1,True,True,AP1B1,True,True,AP1B1,AP1B1,,,
532,AP1M1,Ap1m1,True,True,AP1M1,True,True,AP1M1,AP1M1,,,
533,AP1S2,Ap1s2,True,True,AP1S2,True,True,AP1S2,AP1S2,,,
534,AP1S3,Ap1s3,True,True,AP1S3,True,True,AP1S3,AP1S3,,,
535,AP2A2,Ap2a2,True,True,AP2A2,True,True,AP2A2,AP2A2,,,
537,AP2M1,Ap2m1,True,True,AP2M1,True,True,AP2M1,AP2M1,,,
538,AP2S1,Ap2s1,True,True,AP2S1,True,True,AP2S1,AP2S1,,,
540,AP3B2,Ap3b2,True,True,AP3B2,True,True,AP3B2,AP3B2,,,
542,AP3M2,Ap3m2,True,True,AP3M2,True,True,AP3M2,AP3M2,,,
543,AP3S1,Ap3s1,True,True,AP3S1,True,True,AP3S1,AP3S1,,,
544,AP3S2,Ap3s2,True,True,AP3S2,True,True,AP3S2,AP3S2,,,
546,AP4E1,Ap4e1,True,True,AP4E1,True,True,AP4E1,AP4E1,,,
548,AP5M1,Ap5m1,True,True,AP5M1,True,True,AP5M1,AP5M1,,,
549,AP5S1,Ap5s1,True,True,AP5S1,True,True,AP5S1,AP5S1,,,
550,AP5Z1,Ap5z1,True,True,AP5Z1,True,True,AP5Z1,AP5Z1,,,
551,APAF1,Apaf1,True,True,APAF1,True,True,APAF1,APAF1,,,
552,APBA1,Apba1,True,True,APBA1,True,True,APBA1,APBA1,,,
553,APBA2,Apba2,True,True,APBA2,True,True,APBA2,APBA2,,,
554,APBA3,Apba3,True,True,APBA3,True,True,APBA3,APBA3,,,
555,APBB1,Apbb1,True,True,APBB1,True,True,APBB1,APBB1,,,
556,APBB1IP,Apbb1ip,True,True,APBB1IP,True,True,APBB1IP,APBB1IP,,,
558,APC,Apc,True,True,APC,True,True,APC,APC,,,
559,APC2,Apc2,True,True,APC2,False,True,APC2,APC2,,,
560,APCDD1,Apcdd1,True,True,APCDD1,True,True,APCDD1,APCDD1,,,
561,APEH,Apeh,True,True,APEH,True,True,APEH,APEH,,,
564,API5,Api5,True,True,API5,True,True,API5,API5,,,
565,APIP,Apip,True,True,APIP,True,True,APIP,APIP,,,
566,APLF,Aplf,True,True,APLF,True,True,APLF,APLF,,,
567,APLN,Apln,True,True,APLN,True,True,APLN,APLN,,,
568,APLNR,Aplnr,True,True,APLNR,True,True,APLNR,APLNR,,,
570,APMAP,Apmap,True,True,APMAP,True,True,APMAP,APMAP,,,
571,APOA1,Apoa1,True,True,APOA1,True,True,APOA1,APOA1,,,
572,APOA4,Apoa4,True,True,APOA4,True,True,APOA4,APOA4,,,
573,APOB,Apob,True,True,APOB,True,True,APOB,APOB,,,
574,APOBEC2,Apobec2,True,True,APOBEC2,True,True,APOBEC2,APOBEC2,,,
575,APOC3,Apoc3,True,True,APOC3,False,True,APOC3,APOC3,,,
577,APOH,Apoh,True,True,APOH,True,True,APOH,APOH,,,
578,APOLD1,Apold1,True,True,APOLD1,True,True,APOLD1,APOLD1,,,
579,APOO,Apoo,True,True,APOO,True,True,APOO,APOO,,,
580,APOOL,Apool,True,True,APOOL,True,True,APOOL,APOOL,,,
582,APPBP2,Appbp2,True,True,APPBP2,True,True,APPBP2,APPBP2,,,
583,APPL1,Appl1,True,True,APPL1,True,True,APPL1,APPL1,,,
584,APPL2,Appl2,True,True,APPL2,True,True,APPL2,APPL2,,,
585,APRT,Aprt,True,True,APRT,True,True,APRT,APRT,,,
586,APTX,Aptx,True,True,APTX,True,True,APTX,APTX,,,
588,AQP11,Aqp11,True,True,AQP11,True,True,AQP11,AQP11,,,
589,AQP2,Aqp2,True,True,AQP2,True,True,AQP2,AQP2,,,
590,AQP3,Aqp3,True,True,AQP3,True,True,AQP3,AQP3,,,
592,AQP5,Aqp5,True,True,AQP5,True,True,AQP5,AQP5,,,
593,AQP8,Aqp8,True,True,AQP8,True,True,AQP8,AQP8,,,
594,AQP9,Aqp9,True,True,AQP9,True,True,AQP9,AQP9,,,
597,ARAP2,Arap2,True,True,ARAP2,True,True,ARAP2,ARAP2,,,
598,ARAP3,Arap3,True,True,ARAP3,True,True,ARAP3,ARAP3,,,
599,ARC,Arc,True,True,ARC,True,True,ARC,ARC,,,
600,ARCN1,Arcn1,True,True,ARCN1,True,True,ARCN1,ARCN1,,,
603,ARF1,Arf1,True,True,ARF1,False,True,ARF1,ARF1,,,
607,ARF6,Arf6,True,True,ARF6,True,True,ARF6,ARF6,,,
608,ARFGAP1,Arfgap1,True,True,ARFGAP1,True,True,ARFGAP1,ARFGAP1,,,
609,ARFGAP2,Arfgap2,True,True,ARFGAP2,True,True,ARFGAP2,ARFGAP2,,,
610,ARFGAP3,Arfgap3,True,True,ARFGAP3,True,True,ARFGAP3,ARFGAP3,,,
612,ARFGEF2,Arfgef2,True,True,ARFGEF2,True,True,ARFGEF2,ARFGEF2,,,
614,ARFIP1,Arfip1,True,True,ARFIP1,True,True,ARFIP1,ARFIP1,,,
616,ARFRP1,Arfrp1,True,True,ARFRP1,True,True,ARFRP1,ARFRP1,,,
618,ARGLU1,Arglu1,True,True,ARGLU1,True,True,ARGLU1,ARGLU1,,,
619,ARHGAP1,Arhgap1,True,True,ARHGAP1,True,True,ARHGAP1,ARHGAP1,,,
620,ARHGAP10,Arhgap10,True,True,ARHGAP10,True,True,ARHGAP10,ARHGAP10,,,
621,ARHGAP11A,Arhgap11a,True,True,ARHGAP11B,True,True,ARHGAP11A,ARHGAP11A,,,
622,ARHGAP12,Arhgap12,True,True,ARHGAP12,True,True,ARHGAP12,ARHGAP12,,,
623,ARHGAP15,Arhgap15,True,True,ARHGAP15,True,True,ARHGAP15,ARHGAP15,,,
625,ARHGAP18,Arhgap18,True,True,ARHGAP18,True,True,ARHGAP18,ARHGAP18,,,
626,ARHGAP21,Arhgap21,True,True,ARHGAP21,True,True,ARHGAP21,ARHGAP21,,,
627,ARHGAP22,Arhgap22,True,True,ARHGAP22,True,True,ARHGAP22,ARHGAP22,,,
631,ARHGAP27,Arhgap27,True,True,ARHGAP27,True,True,ARHGAP27,ARHGAP27,,,
633,ARHGAP29,Arhgap29,True,True,ARHGAP29,True,True,ARHGAP29,ARHGAP29,,,
634,ARHGAP31,Arhgap31,True,True,ARHGAP31,True,True,ARHGAP31,ARHGAP31,,,
635,ARHGAP35,Arhgap35,True,True,ARHGAP35,True,True,ARHGAP35,ARHGAP35,,,
636,ARHGAP39,Arhgap39,True,True,ARHGAP39,True,True,ARHGAP39,ARHGAP39,,,
637,ARHGAP40,Arhgap40,True,True,ARHGAP40,True,True,ARHGAP40,ARHGAP40,,,
638,ARHGAP42,Arhgap42,True,True,ARHGAP42,True,True,ARHGAP42,ARHGAP42,,,
639,ARHGAP44,Arhgap44,True,True,ARHGAP44,True,True,ARHGAP44,ARHGAP44,,,
641,ARHGAP5,Arhgap5,True,True,ARHGAP5,True,True,ARHGAP5,ARHGAP5,,,
642,ARHGAP6,Arhgap6,True,True,ARHGAP6,True,True,ARHGAP6,ARHGAP6,,,
643,ARHGDIA,Arhgdia,True,True,ARHGDIA,True,True,ARHGDIA,ARHGDIA,,,
644,ARHGDIB,Arhgdib,True,True,ARHGDIB,True,True,ARHGDIB,ARHGDIB,,,
645,ARHGEF10,Arhgef10,True,True,ARHGEF10,True,True,ARHGEF10,ARHGEF10,,,
646,ARHGEF10L,Arhgef10l,True,True,ARHGEF10L,True,True,ARHGEF10L,ARHGEF10L,,,
647,ARHGEF11,Arhgef11,True,True,ARHGEF11,True,True,ARHGEF11,ARHGEF11,,,
648,ARHGEF12,Arhgef12,True,True,ARHGEF12,True,True,ARHGEF12,ARHGEF12,,,
649,ARHGEF16,Arhgef16,True,True,ARHGEF16,True,True,ARHGEF16,ARHGEF16,,,
651,ARHGEF26,Arhgef26,True,True,ARHGEF26,True,True,ARHGEF26,ARHGEF26,,,
652,ARHGEF28,Arhgef28,True,True,ARHGEF28,True,True,ARHGEF28,ARHGEF28,,,
653,ARHGEF3,Arhgef3,True,True,ARHGEF3,True,True,ARHGEF3,ARHGEF3,,,
654,ARHGEF33,Arhgef33,True,True,ARHGEF33,True,True,ARHGEF33,ARHGEF33,,,
655,ARHGEF38,Arhgef38,True,True,ARHGEF38,True,True,ARHGEF38,ARHGEF38,,,
656,ARHGEF39,Arhgef39,True,True,ARHGEF39,True,True,ARHGEF39,ARHGEF39,,,
658,ARHGEF6,Arhgef6,True,True,ARHGEF6,True,True,ARHGEF6,ARHGEF6,,,
659,ARHGEF7,Arhgef7,True,True,ARHGEF7,True,True,ARHGEF7,ARHGEF7,,,
661,ARID1B,Arid1b,True,True,ARID1B,True,True,ARID1B,ARID1B,,,
662,ARID2,Arid2,True,True,ARID2,True,True,ARID2,ARID2,,,
663,ARID3A,Arid3a,True,True,ARID3A,True,True,ARID3A,ARID3A,,,
664,ARID3B,Arid3b,True,True,ARID3B,True,True,ARID3B,ARID3B,,,
665,ARID3C,Arid3c,True,True,ARID3C,True,True,ARID3C,ARID3C,,,
666,ARID4A,Arid4a,True,True,ARID4A,True,True,ARID4A,ARID4A,,,
667,ARID4B,Arid4b,True,True,ARID4B,True,True,ARID4B,ARID4B,,,
668,ARID5A,Arid5a,True,True,ARID5A,True,True,ARID5A,ARID5A,,,
670,ARIH1,Arih1,True,True,ARIH1,True,True,ARIH1,ARIH1,,,
672,ARL1,Arl1,True,True,ARL1,True,True,ARL1,ARL1,,,
673,ARL10,Arl10,True,True,ARL10,True,True,ARL10,ARL10,,,
674,ARL11,Arl11,True,True,ARL11,True,True,ARL11,ARL11,,,
675,ARL13B,Arl13b,True,True,ARL13B,True,True,ARL13B,ARL13B,,,
676,ARL14,Arl14,True,True,ARL14,True,True,ARL14,ARL14,,,
677,ARL14EP,Arl14ep,True,True,ARL14EP,True,True,ARL14EP,ARL14EP,,,
678,ARL14EPL,Arl14epl,True,True,ARL14EPL,True,True,ARL14EPL,ARL14EPL,,,
679,ARL15,Arl15,True,True,ARL15,True,True,ARL15,ARL15,,,
680,ARL16,Arl16,True,True,ARL16,True,True,ARL16,ARL16,,,
681,ARL2BP,Arl2bp,True,True,ARL2BP,True,True,ARL2BP,ARL2BP,,,
682,ARL3,Arl3,True,True,ARL3,True,True,ARL3,ARL3,,,
684,ARL4C,Arl4c,True,True,ARL4C,True,True,ARL4C,ARL4C,,,
685,ARL5A,Arl5a,True,True,ARL5A,True,True,ARL5A,ARL5A,,,
686,ARL5B,Arl5b,True,True,ARL5B,True,True,ARL5B,ARL5B,,,
688,ARL6IP1,Arl6ip1,True,True,ARL6IP1,True,True,ARL6IP1,ARL6IP1,,,
689,ARL6IP4,Arl6ip4,True,True,ARL6IP4,True,True,ARL6IP4,ARL6IP4,,,
691,ARL8A,Arl8a,True,True,ARL8A,True,True,ARL8A,ARL8A,,,
692,ARL9,Arl9,True,True,ARL9,True,True,ARL9,ARL9,,,
693,ARMC1,Armc1,True,True,ARMC1,True,True,ARMC1,ARMC1,,,
694,ARMC10,Armc10,True,True,ARMC10,True,True,ARMC10,ARMC10,,,
695,ARMC2,Armc2,True,True,ARMC2,True,True,ARMC2,ARMC2,,,
696,ARMC3,Armc3,True,True,ARMC3,True,True,ARMC3,ARMC3,,,
697,ARMC6,Armc6,True,True,ARMC6,True,True,ARMC6,ARMC6,,,
698,ARMC7,Armc7,True,True,ARMC7,False,True,ARMC7,ARMC7,,,
700,ARMC9,Armc9,True,True,ARMC9,True,True,ARMC9,ARMC9,,,
704,ARNT,Arnt,True,True,ARNT,True,True,ARNT,ARNT,,,
707,ARNTL2,Arntl2,True,True,ARNTL2,True,True,ARNTL2,ARNTL2,,,
710,ARPC2,Arpc2,True,True,ARPC2,True,True,ARPC2,ARPC2,,,
712,ARPC4,Arpc4,True,True,ARPC4,True,True,ARPC4,ARPC4,,,
717,ARR3,Arr3,True,True,ARR3,True,True,ARR3,ARR3,,,
718,ARRDC1,Arrdc1,True,True,ARRDC1,True,True,ARRDC1,ARRDC1,,,
719,ARRDC2,Arrdc2,True,True,ARRDC2,True,True,ARRDC2,ARRDC2,,,
720,ARRDC3,Arrdc3,True,True,ARRDC3,True,True,ARRDC3,ARRDC3,,,
721,ARRDC4,Arrdc4,True,True,ARRDC4,True,True,ARRDC4,ARRDC4,,,
722,ARSA,Arsa,True,True,ARSA,True,True,ARSA,ARSA,,,
723,ARSB,Arsb,True,True,ARSB,True,True,ARSB,ARSB,,,
724,ARSG,Arsg,True,True,ARSG,True,True,ARSG,ARSG,,,
725,ARSI,Arsi,True,True,ARSI,True,True,ARSI,ARSI,,,
726,ARSJ,Arsj,True,True,ARSJ,True,True,ARSJ,ARSJ,,,
727,ARSK,Arsk,True,True,ARSK,True,True,ARSK,ARSK,,,
729,ART1,Art1,True,True,ART1,True,True,ART1,ART1,,,
732,ART4,Art4,True,True,ART4,True,True,ART4,ART4,,,
733,ARTN,Artn,True,True,ARTN,True,True,ARTN,ARTN,,,
734,ARV1,Arv1,True,True,ARV1,True,True,ARV1,ARV1,,,
735,ARVCF,Arvcf,True,True,ARVCF,True,True,ARVCF,ARVCF,,,
736,ARX,Arx,True,True,ARX,True,True,ARX,ARX,,,
737,AS3MT,As3mt,True,True,AS3MT,True,True,AS3MT,AS3MT,,,
738,ASAH1,Asah1,True,True,ASAH1,True,True,ASAH1,ASAH1,,,
739,ASAP1,Asap1,True,True,ASAP1,True,True,ASAP1,ASAP1,,,
740,ASAP2,Asap2,True,True,ASAP2,True,True,ASAP2,ASAP2,,,
741,ASAP3,Asap3,True,True,ASAP3,True,True,ASAP3,ASAP3,,,
742,ASB1,Asb1,True,True,ASB1,True,True,ASB1,ASB1,,,
743,ASB11,Asb11,True,True,ASB11,True,True,ASB11,ASB11,,,
744,ASB12,Asb12,True,True,ASB12,True,True,ASB12,ASB12,,,
745,ASB13,Asb13,True,True,ASB13,True,True,ASB13,ASB13,,,
746,ASB14,Asb14,True,True,ASB14,True,True,ASB14,ASB14,,,
747,ASB15,Asb15,True,True,ASB15,True,True,ASB15,ASB15,,,
748,ASB16,Asb16,True,True,ASB16,True,True,ASB16,ASB16,,,
749,ASB18,Asb18,True,True,ASB18,True,True,ASB18,ASB18,,,
750,ASB2,Asb2,True,True,ASB2,True,True,ASB2,ASB2,,,
751,ASB3,Asb3,True,True,ASB3,True,True,ASB3,ASB3,,,
752,ASB4,Asb4,True,True,ASB4,True,True,ASB4,ASB4,,,
753,ASB5,Asb5,True,True,ASB5,True,True,ASB5,ASB5,,,
754,ASB6,Asb6,True,True,ASB6,True,True,ASB6,ASB6,,,
755,ASB7,Asb7,True,True,ASB7,True,True,ASB7,ASB7,,,
756,ASB8,Asb8,True,True,ASB8,True,True,ASB8,ASB8,,,
757,ASB9,Asb9,True,True,ASB9,True,True,ASB9,ASB9,,,
759,ASCC2,Ascc2,True,True,ASCC2,True,True,ASCC2,ASCC2,,,
760,ASCC3,Ascc3,True,True,ASCC3,True,True,ASCC3,ASCC3,,,
761,ASCL1,Ascl1,True,True,ASCL1,True,True,ASCL1,ASCL1,,,
762,ASCL2,Ascl2,True,True,ASCL2,True,True,ASCL2,ASCL2,,,
763,ASCL3,Ascl3,True,True,ASCL3,True,True,ASCL3,ASCL3,,,
764,ASF1A,Asf1a,True,True,ASF1A,True,True,ASF1A,ASF1A,,,
766,ASH2L,Ash2l,True,True,ASH2L,True,True,ASH2L,ASH2L,,,
767,ASIC1,Asic1,True,True,ASIC1,True,True,ASIC1,ASIC1,,,
768,ASIC2,Asic2,True,True,ASIC2,True,True,ASIC2,ASIC2,,,
769,ASIC4,Asic4,True,True,ASIC4,True,True,ASIC4,ASIC4,,,
770,ASIC5,Asic5,True,True,ASIC5,True,True,ASIC5,ASIC5,,,
777,ASPA,Aspa,True,True,ASPA,True,True,ASPA,ASPA,,,
778,ASPG,Aspg,True,True,ASPG,True,True,ASPG,ASPG,,,
779,ASPHD2,Asphd2,True,True,ASPHD2,True,True,ASPHD2,ASPHD2,,,
780,ASPM,Aspm,True,True,ASPM,True,True,ASPM,ASPM,,,
782,ASPSCR1,Aspscr1,True,True,ASPSCR1,True,True,ASPSCR1,ASPSCR1,,,
783,ASRGL1,Asrgl1,True,True,ASRGL1,True,True,ASRGL1,ASRGL1,,,
784,ASS1,Ass1,True,True,ASS1,True,True,ASS1,ASS1,,,
785,ASTL,Astl,True,True,ASTL,False,True,ASTL,ASTL,,,
786,ASTN1,Astn1,True,True,ASTN1,True,True,ASTN1,ASTN1,,,
787,ASTN2,Astn2,True,True,ASTN2,True,True,ASTN2,ASTN2,,,
788,ASXL1,Asxl1,True,True,ASXL1,True,True,ASXL1,ASXL1,,,
789,ASXL2,Asxl2,True,True,ASXL2,True,True,ASXL2,ASXL2,,,
790,ASXL3,Asxl3,True,True,ASXL3,True,True,ASXL3,ASXL3,,,
791,ASZ1,Asz1,True,True,ASZ1,True,True,ASZ1,ASZ1,,,
792,ATAD1,Atad1,True,True,ATAD1,True,True,ATAD1,ATAD1,,,
793,ATAD2,Atad2,True,True,ATAD2,True,True,ATAD2,ATAD2,,,
794,ATAD2B,Atad2b,True,True,ATAD2B,True,True,ATAD2B,ATAD2B,,,
795,ATAD3A,Atad3a,True,True,ATAD3A,True,True,ATAD3A,ATAD3A,,,
796,ATAD5,Atad5,True,True,ATAD5,True,True,ATAD5,ATAD5,,,
797,ATCAY,Atcay,True,True,ATCAY,True,True,ATCAY,ATCAY,,,
798,ATE1,Ate1,True,True,ATE1,True,True,ATE1,ATE1,,,
799,ATF1,Atf1,True,True,ATF1,True,True,ATF1,ATF1,,,
801,ATF3,Atf3,True,True,ATF3,True,True,ATF3,ATF3,,,
802,ATF4,Atf4,True,True,ATF4,True,True,ATF4,ATF4,,,
803,ATF6,Atf6,True,True,ATF6,True,True,ATF6,ATF6,,,
809,ATG14,Atg14,True,True,ATG14,True,True,ATG14,ATG14,,,
810,ATG16L1,Atg16l1,True,True,ATG16L1,True,True,ATG16L1,ATG16L1,,,
811,ATG2B,Atg2b,True,True,ATG2B,True,True,ATG2B,ATG2B,,,
812,ATG3,Atg3,True,True,ATG3,True,True,ATG3,ATG3,,,
813,ATG4A,Atg4a,True,True,ATG4A,True,True,ATG4A,ATG4A,,,
814,ATG4B,Atg4b,True,True,ATG4B,True,True,ATG4B,ATG4B,,,
816,ATG5,Atg5,True,True,ATG5,True,True,ATG5,ATG5,,,
818,ATG9A,Atg9a,True,True,ATG9A,True,True,ATG9A,ATG9A,,,
819,ATG9B,Atg9b,True,True,ATG9B,True,True,ATG9B,ATG9B,,,
820,ATIC,Atic,True,True,ATIC,True,True,ATIC,ATIC,,,
821,ATL1,Atl1,True,True,ATL1,True,True,ATL1,ATL1,,,
822,ATL2,Atl2,True,True,ATL2,True,True,ATL2,ATL2,,,
823,ATM,Atm,True,True,ATM,True,True,ATM,ATM,,,
824,ATMIN,Atmin,True,True,ATMIN,True,True,ATMIN,ATMIN,,,
825,ATOH7,Atoh7,True,True,ATOH7,True,True,ATOH7,ATOH7,,,
826,ATOH8,Atoh8,True,True,ATOH8,True,True,ATOH8,ATOH8,,,
827,ATOX1,Atox1,True,True,ATOX1,False,True,ATOX1,ATOX1,,,
828,ATP10A,Atp10a,True,True,ATP10A,True,True,ATP10A,ATP10A,,,
829,ATP10B,Atp10b,True,True,ATP10B,True,True,ATP10B,ATP10B,,,
830,ATP11A,Atp11a,True,True,ATP11A,True,True,ATP11A,ATP11A,,,
832,ATP11C,Atp11c,True,True,ATP11C,True,True,ATP11C,ATP11C,,,
833,ATP12A,Atp12a,True,True,ATP12A,True,True,ATP12A,ATP12A,,,
834,ATP13A1,Atp13a1,True,True,ATP13A1,True,True,ATP13A1,ATP13A1,,,
835,ATP13A2,Atp13a2,True,True,ATP13A2,True,True,ATP13A2,ATP13A2,,,
836,ATP13A3,Atp13a3,True,True,ATP13A3,True,True,ATP13A3,ATP13A3,,,
837,ATP13A4,Atp13a4,True,True,ATP13A4,True,True,ATP13A4,ATP13A4,,,
838,ATP1A1,Atp1a1,True,True,ATP1A1,True,True,ATP1A1,ATP1A1,,,
841,ATP1B4,Atp1b4,True,True,ATP1B4,True,True,ATP1B4,ATP1B4,,,
844,ATP2A3,Atp2a3,True,True,ATP2A3,True,True,ATP2A3,ATP2A3,,,
846,ATP2B4,Atp2b4,True,True,ATP2B4,True,True,ATP2B4,ATP2B4,,,
848,ATP4B,Atp4b,True,True,ATP4B,True,True,ATP4B,ATP4B,,,
849,ATP5F1A,Atp5a1,True,True,ATP5A1Z,True,True,ATP5A1,ATP5A1,,,
850,ATP5F1B,Atp5b,True,True,ATP5B,True,True,ATP5B,ATP5B,,,
851,ATP5F1C,Atp5c1,True,True,ATP5C1,True,True,ATP5C1,ATP5C1,,,
852,ATP5F1D,Atp5d,True,True,ATP5F1D,True,True,ATP5D,ATP5D,,,
853,ATP5MC1,Atp5g1,True,True,ATP5MC1,True,True,ATP5G1,ATP5G1,,,
